dateCrawled,name,seller,offerType,price,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,monthOfRegistration,fuelType,brand,notRepairedDamage,dateCreated,nrOfPictures,postalCode,lastSeen,
4/4/2016 20:37,BMW_120i__18_ZOLL___TIEFER__LEDER__TOP_ZUSTAND,privat,Angebot,11999,limousine,2009,manuell,170,1er,60000,11,benzin,bmw,nein,4/4/2016 0:00,0,74821,4/6/2016 22:46,
3/20/2016 14:58,Volkswagen_Golf_1.4_TSI_Comfortline,privat,Angebot,9000,limousine,2009,manuell,122,golf,100000,10,benzin,volkswagen,nein,3/20/2016 0:00,0,37603,4/6/2016 18:45,
3/10/2016 1:57,Bmw_335_i_Coupé,privat,Angebot,17000,coupe,2006,automatik,306,3er,100000,8,benzin,bmw,nein,3/10/2016 0:00,0,44575,3/17/2016 7:17,
3/5/2016 14:24,Mercedes_124_300d_automatik,privat,Angebot,499,limousine,1986,automatik,0,,150000,0,,mercedes_benz,,3/4/2016 0:00,0,63071,4/6/2016 5:45,
3/5/2016 17:43,Opel_Astra_1.6,privat,Angebot,3500,limousine,2006,manuell,105,astra,150000,5,benzin,opel,nein,3/5/2016 0:00,0,39517,3/15/2016 1:44,
3/7/2016 13:36,Opel_Astra__1.6_benzin_TÜV_07.2016,privat,Angebot,390,,2016,automatik,75,astra,150000,8,,opel,,3/7/2016 0:00,0,55257,3/11/2016 0:17,
3/7/2016 13:36,Volkswagen_VW_Beetle___guter_Zustand___8fach_bereift,privat,Angebot,2250,kleinwagen,1999,manuell,116,beetle,150000,7,benzin,volkswagen,nein,3/7/2016 0:00,0,50354,4/1/2016 5:18,
3/5/2016 15:25,VW_Passat_1_6L_101PS_Kombi_*Klimaanlage*Navi*Sitzheizung*TÜV_2017,privat,Angebot,1790,kombi,1999,manuell,101,passat,150000,3,benzin,volkswagen,nein,3/5/2016 0:00,0,61169,3/10/2016 11:16,
4/3/2016 10:36,Smart_smart_fortwo_coupe,privat,Angebot,4800,kleinwagen,2009,automatik,71,fortwo,50000,2,benzin,smart,nein,4/3/2016 0:00,0,74855,4/7/2016 11:17,
3/5/2016 17:39,Mercedes_benz_elegance,privat,Angebot,2300,,2016,manuell,0,clk,150000,0,,mercedes_benz,,3/5/2016 0:00,0,41468,3/28/2016 20:45,
4/4/2016 13:53,VW_Polo_6N1_blau_5_Tuerer_Benzin,privat,Angebot,650,kleinwagen,1999,manuell,60,polo,150000,3,benzin,volkswagen,ja,4/4/2016 0:00,0,94081,4/4/2016 13:53,
3/14/2016 18:44,BMW_e46_316_limo_mit_frischen_TÜV,privat,Angebot,3600,limousine,2003,manuell,116,3er,150000,12,benzin,bmw,,3/14/2016 0:00,0,66740,4/6/2016 2:44,
3/5/2016 15:39,A140_Lang_Version_Classic,privat,Angebot,3750,limousine,2004,manuell,82,a_klasse,80000,11,benzin,mercedes_benz,nein,3/5/2016 0:00,0,12347,3/9/2016 12:45,
4/3/2016 21:46,Nissan_Micra_in_rot,privat,Angebot,200,kleinwagen,1998,manuell,54,micra,150000,1,benzin,nissan,ja,4/3/2016 0:00,0,48612,4/4/2016 17:39,
3/20/2016 9:56,Ford_Fiesta_C___TÜV_Neu,privat,Angebot,700,kleinwagen,1994,manuell,50,fiesta,150000,4,benzin,ford,nein,3/20/2016 0:00,0,88690,3/20/2016 10:42,
3/26/2016 13:36,Corsa_b_1.0,privat,Angebot,200,,2016,,0,corsa,150000,10,benzin,opel,nein,3/26/2016 0:00,0,64546,4/2/2016 14:47,
3/18/2016 21:48,Audi_A5_2.0_TFSI_Sportback_quattro_S_line_Leder_Xenon,privat,Angebot,45500,coupe,2015,manuell,224,a5,10000,4,benzin,audi,nein,3/18/2016 0:00,0,89343,4/5/2016 22:47,
4/4/2016 16:45,Opel_Zafira_1.8_Innovation,privat,Angebot,9900,bus,2009,manuell,140,zafira,80000,6,benzin,opel,nein,4/4/2016 0:00,0,86871,4/6/2016 18:18,
3/31/2016 23:50,Audi_A4_Avant_2.0_TDI_DPF_Ambition,privat,Angebot,16500,kombi,2010,manuell,170,a4,150000,11,diesel,audi,nein,3/31/2016 0:00,0,31832,4/7/2016 0:17,
3/24/2016 23:51,Corsa_1.0__TÜV_neu_Kupplung_neu_Klima,privat,Angebot,1100,kleinwagen,1998,manuell,55,corsa,150000,10,benzin,opel,nein,3/24/2016 0:00,0,61267,4/7/2016 10:15,
3/18/2016 21:37,325i_Leder__Klima__Tempomat,privat,Angebot,2950,limousine,2005,manuell,192,3er,150000,3,benzin,bmw,,3/18/2016 0:00,0,20095,3/18/2016 21:37,
3/21/2016 0:59,Golf_III_1HX0_mit_TÜV,privat,Angebot,0,,2017,manuell,45,golf,150000,9,benzin,volkswagen,ja,3/20/2016 0:00,0,32549,3/21/2016 7:44,
3/22/2016 13:44,PKW_Ersatzteilspender_Opel_Vectra_B,privat,Angebot,355,limousine,1998,manuell,1799,vectra,150000,6,benzin,opel,,3/22/2016 0:00,0,39175,3/29/2016 16:45,
3/22/2016 21:52,Volkswagen_Sharan_1.9_TDI_Goal_7_Sitzer,privat,Angebot,7999,bus,2005,manuell,131,sharan,150000,12,diesel,volkswagen,nein,3/22/2016 0:00,0,30519,4/6/2016 17:16,
3/7/2016 21:45,Ford_Focus_2.5_ST,privat,Angebot,9750,limousine,2005,manuell,226,focus,90000,12,benzin,ford,nein,3/7/2016 0:00,0,35236,3/7/2016 21:45,
3/10/2016 9:36,VW_T4_VR6_Multivan_LPG_Klima,privat,Angebot,4100,bus,1997,automatik,140,,30000,10,lpg,volkswagen,,3/10/2016 0:00,0,49824,3/10/2016 10:48,
3/16/2016 0:59,Schlachtfest_polo_n6_zwei_stueck,privat,Angebot,0,kleinwagen,1997,manuell,60,polo,20000,0,benzin,volkswagen,nein,3/15/2016 0:00,0,25712,3/29/2016 11:16,
3/20/2016 20:44,Peugeot_206_75_Style,privat,Angebot,700,kleinwagen,1999,manuell,75,2_reihe,150000,11,benzin,peugeot,ja,3/20/2016 0:00,0,84453,4/7/2016 4:47,
4/5/2016 9:50,VW_polo_bedingt_fahrbereit,privat,Angebot,0,kleinwagen,1997,manuell,50,polo,150000,0,benzin,volkswagen,ja,4/5/2016 0:00,0,1773,4/7/2016 12:44,
3/29/2016 19:36,BMW_320d_Kombi,privat,Angebot,1299,kombi,2000,manuell,136,3er,150000,6,diesel,bmw,,3/29/2016 0:00,0,6774,3/29/2016 19:36,
4/2/2016 21:52,Opel_Astra_Sunshine,privat,Angebot,699,limousine,1995,manuell,71,astra,125000,3,benzin,opel,ja,4/2/2016 0:00,0,28309,4/6/2016 23:44,
3/27/2016 11:48,Smart__Crossblade__Tuning__auf_ca._100PS__Eyecatcher,privat,Angebot,40000,cabrio,2003,manuell,101,andere,20000,7,benzin,smart,nein,3/27/2016 0:00,0,85055,4/7/2016 7:15,
3/27/2016 17:25,bmw_320i_e46,privat,Angebot,1750,limousine,1998,manuell,150,3er,30000,10,benzin,bmw,nein,3/27/2016 0:00,0,56626,3/31/2016 5:46,
3/14/2016 13:25,BMW_320i_touring_M_Paket,privat,Angebot,1299,kombi,1999,manuell,150,3er,150000,2,benzin,bmw,nein,3/14/2016 0:00,0,56575,3/17/2016 20:18,
3/21/2016 14:52,VW_Golf_4_Variant_1_4_16V,privat,Angebot,1800,kombi,2000,manuell,75,golf,125000,5,benzin,volkswagen,nein,3/21/2016 0:00,0,86465,3/24/2016 3:45,
3/24/2016 10:37,Opel_Vectra_Caravan_2_2_DTI,privat,Angebot,1450,kombi,2003,automatik,1600,vectra,150000,12,diesel,opel,,3/24/2016 0:00,0,71679,4/7/2016 2:15,
3/31/2016 18:25,Verkaufe_Skoda_Fabia_Unfallfrei_TÜV_bis_09/_2017,privat,Angebot,1500,kleinwagen,2005,manuell,64,fabia,150000,6,benzin,skoda,nein,3/31/2016 0:00,0,55442,3/31/2016 21:28,
3/20/2016 23:52,Renault_Laguna_Grandtour_1.5_dCi,privat,Angebot,7499,kombi,2009,manuell,110,laguna,100000,12,diesel,renault,nein,3/20/2016 0:00,0,79664,3/27/2016 20:47,
3/19/2016 13:56,Ford_Focus_1.8,privat,Angebot,500,kombi,2000,manuell,101,focus,150000,0,benzin,ford,nein,3/19/2016 0:00,0,21502,4/6/2016 20:18,
4/2/2016 17:57,Renaulte_Megane_Unfallfahrzeug,privat,Angebot,200,coupe,1998,manuell,75,megane,125000,10,benzin,renault,ja,4/2/2016 0:00,0,24321,4/6/2016 17:18,
3/27/2016 17:51,Volkswagen_Polo,privat,Angebot,900,kleinwagen,2000,manuell,50,polo,150000,3,benzin,volkswagen,nein,3/27/2016 0:00,0,81369,4/5/2016 14:16,
3/30/2016 11:47,Opel_Corsa_1.2_16V,privat,Angebot,8500,kleinwagen,2013,manuell,86,corsa,30000,3,benzin,opel,nein,3/30/2016 0:00,0,21717,4/7/2016 2:44,
3/21/2016 9:37,Vw_passat_3bg_tdi,privat,Angebot,2800,,2017,,0,passat,150000,4,diesel,volkswagen,nein,3/21/2016 0:00,0,16775,3/25/2016 6:17,
3/18/2016 15:48,VW_Golf_4_Variant_fuer_nur_2200€,privat,Angebot,2200,kombi,1999,manuell,116,golf,150000,2,benzin,volkswagen,nein,3/18/2016 0:00,0,22147,3/29/2016 13:16,
3/17/2016 10:37,Mercedes_Benz_E_240_Elegance,privat,Angebot,1099,limousine,1998,automatik,170,e_klasse,150000,6,benzin,mercedes_benz,nein,3/17/2016 0:00,0,22547,3/25/2016 9:16,
3/30/2016 0:25,Fiat_500_C_0.9_TwinAir_Start&Stop_TwinAir_Plus,privat,Angebot,8699,cabrio,2012,manuell,86,500,90000,5,benzin,fiat,nein,3/29/2016 0:00,0,56330,4/6/2016 15:15,
3/22/2016 17:25,Zwei_fuer_eins,privat,Angebot,0,kleinwagen,1999,manuell,50,arosa,150000,10,,seat,ja,3/22/2016 0:00,0,56220,4/7/2016 7:16,
3/8/2016 20:55,Fahrberrit,privat,Angebot,1599,,2006,manuell,0,fox,150000,12,benzin,volkswagen,,3/8/2016 0:00,0,17034,3/20/2016 7:18,
4/1/2016 21:40,Ford_C_Max_Scheckheft_gepfl._Klimaautomatik_u.v.m,privat,Angebot,4250,bus,2006,manuell,115,c_max,150000,1,benzin,ford,nein,4/1/2016 0:00,0,24576,4/1/2016 21:40,
3/8/2016 22:55,Renault_Twingo_TÜV_10.2016,privat,Angebot,850,kleinwagen,1997,,0,twingo,150000,12,benzin,renault,,3/8/2016 0:00,0,44339,3/8/2016 22:55,
4/1/2016 10:50,Mercedes_Benz_E_220_CDI_Avantgarde,privat,Angebot,5800,limousine,2003,automatik,150,e_klasse,150000,8,diesel,mercedes_benz,nein,4/1/2016 0:00,0,33397,4/7/2016 7:46,
3/13/2016 0:56,Mercedes_Benz_C_220_CDI,privat,Angebot,4500,limousine,2001,automatik,143,c_klasse,150000,10,diesel,mercedes_benz,nein,3/13/2016 0:00,0,40721,3/30/2016 1:47,
3/20/2016 14:50,Renault_Twingo_1.2_16V_Aut._Initiale,privat,Angebot,1500,kleinwagen,2002,automatik,75,twingo,150000,4,benzin,renault,nein,3/20/2016 0:00,0,57520,3/21/2016 17:48,
4/4/2016 11:55,Trabant_601_Neuaufbau,privat,Angebot,2500,,1000,,0,,5000,0,,trabant,nein,4/4/2016 0:00,0,2906,4/6/2016 13:44,
3/15/2016 18:25,Audi_A4_Avant_3.0_TDI_DPF_quattro,privat,Angebot,7500,kombi,2005,automatik,204,a4,150000,7,diesel,audi,nein,3/15/2016 0:00,0,55131,3/15/2016 21:47,
3/19/2016 11:45,Audi_A4_1.8_Turbo,privat,Angebot,2199,limousine,1998,manuell,150,a4,150000,3,,audi,,3/19/2016 0:00,0,97857,4/6/2016 13:45,
3/13/2016 12:47,Mercedes_230_E,privat,Angebot,11200,limousine,2007,automatik,204,e_klasse,70000,3,benzin,mercedes_benz,nein,3/13/2016 0:00,0,82178,4/6/2016 15:44,
4/7/2016 1:36,VW_polo_6_n_zu_verkaufen,privat,Angebot,599,kleinwagen,1996,,45,polo,150000,6,benzin,volkswagen,,4/7/2016 0:00,0,48527,4/7/2016 1:36,
3/28/2016 13:42,BMW_BMW_120i_Cabrio_/_sehr_gepflegt_/_Garage,privat,Angebot,17500,cabrio,2009,manuell,170,1er,50000,7,benzin,bmw,nein,3/28/2016 0:00,0,20253,4/6/2016 16:46,
3/10/2016 17:36,Opel_Zafira_A,privat,Angebot,2100,bus,2002,manuell,125,zafira,150000,0,benzin,opel,,3/10/2016 0:00,0,56566,3/12/2016 14:30,
3/5/2016 14:29,Cabrio_1_6__101PS__Klima__el.Dach_ZVR__Navi_Radio__el._Fenster,privat,Angebot,3900,cabrio,1997,manuell,101,golf,125000,4,benzin,volkswagen,nein,3/5/2016 0:00,0,61476,3/20/2016 17:36,
3/27/2016 11:54,Mercedes_W124_300CE_Sportline_Voll_Automatik___Leder_TÜV_11/2017,privat,Angebot,4500,andere,1991,automatik,0,e_klasse,150000,10,benzin,mercedes_benz,nein,3/27/2016 0:00,0,25335,4/6/2016 14:17,
4/4/2016 21:43,Chevrolet_Captiva,privat,Angebot,5250,suv,2007,manuell,136,captiva,150000,1,lpg,chevrolet,nein,4/4/2016 0:00,0,10969,4/7/2016 0:15,
3/21/2016 15:39,Aus_2_hand,privat,Angebot,350,kleinwagen,1996,manuell,45,1_reihe,5000,0,benzin,peugeot,nein,3/21/2016 0:00,0,4668,4/6/2016 13:16,
3/28/2016 10:48,Kleinwagen_mit_toller_Ausstattung_Peugeot_107_Aygo_C1,privat,Angebot,3200,kleinwagen,2006,manuell,68,1_reihe,125000,6,benzin,peugeot,,3/28/2016 0:00,0,26203,4/5/2016 12:48,
3/21/2016 2:01,Toyota_Verso_S,privat,Angebot,9499,bus,2011,manuell,99,andere,60000,3,benzin,toyota,nein,3/21/2016 0:00,0,85635,4/6/2016 0:46,
3/19/2016 14:40,Jeep_WILLYS_Jeep_Hotchkiss_M_201,privat,Angebot,24900,suv,1962,manuell,60,andere,90000,7,benzin,jeep,nein,3/19/2016 0:00,0,72770,4/6/2016 21:18,
3/21/2016 20:45,Mercedes_Benz_ML_320_CDI_4Matic_7G_TRONIC,privat,Angebot,23900,suv,2007,automatik,224,m_klasse,80000,12,diesel,mercedes_benz,nein,3/21/2016 0:00,0,97990,3/23/2016 2:15,
3/11/2016 15:56,Sommerfahrzeug_Opel_Astra_Cabrio_Bertone_Edition,privat,Angebot,1790,cabrio,1996,manuell,75,astra,150000,4,benzin,opel,nein,3/11/2016 0:00,0,95466,3/17/2016 0:46,
3/28/2016 23:52,TOURAN_1.9_TDI_TEMPOMAT,privat,Angebot,2800,bus,2004,,0,touran,150000,7,diesel,volkswagen,,3/28/2016 0:00,0,29410,3/29/2016 5:43,
3/19/2016 12:36,Smart_for_Two,privat,Angebot,900,kleinwagen,2001,,45,fortwo,125000,10,benzin,smart,nein,3/19/2016 0:00,0,12347,3/19/2016 12:36,
4/3/2016 13:53,Audi_A4_2.4,privat,Angebot,2850,limousine,1998,manuell,165,a4,150000,12,benzin,audi,nein,4/3/2016 0:00,0,98669,4/5/2016 12:46,
3/5/2016 22:54,Volkswagen_Golf_1.6_Generation,privat,Angebot,1999,limousine,2000,manuell,105,golf,150000,1,benzin,volkswagen,nein,3/5/2016 0:00,0,63814,4/5/2016 20:46,
3/30/2016 12:57,Volkswagen_Golf_1.4_TSI_Style_GRA_SHZ_PDC_SD_Klima_Alu,privat,Angebot,10500,limousine,2011,manuell,122,golf,100000,6,benzin,volkswagen,nein,3/30/2016 0:00,0,44892,4/7/2016 4:15,
4/3/2016 17:42,Ford_Galaxy_1_9_TDI_mit_gruene_Plakette_sehr_zuverlaessig_!!!,privat,Angebot,3150,bus,2002,manuell,115,galaxy,150000,5,diesel,ford,,4/3/2016 0:00,0,57610,4/7/2016 0:15,
3/30/2016 20:58,peugeot_106_Sport,privat,Angebot,390,kleinwagen,1998,manuell,75,1_reihe,150000,6,benzin,peugeot,nein,3/30/2016 0:00,0,66625,3/30/2016 21:42,
3/10/2016 16:51,Mercedes_Benz_G_270_CDI_Automatik_COMAND_Leder_TV_Standheizung,privat,Angebot,25500,suv,2002,automatik,156,g_klasse,150000,4,diesel,mercedes_benz,nein,3/10/2016 0:00,0,44575,4/5/2016 16:45,
3/10/2016 0:56,Verkaufen_oder_tauschen,privat,Angebot,1,kombi,2003,manuell,150,3er,150000,9,diesel,bmw,nein,3/10/2016 0:00,0,58840,4/6/2016 1:16,
3/12/2016 0:50,BMW_325_Ti_Compact_Individual_Vollausst._Velvet_Blue_Metallic,privat,Angebot,4300,limousine,2003,automatik,192,3er,150000,2,benzin,bmw,nein,3/11/2016 0:00,0,18055,3/22/2016 7:18,
3/12/2016 11:45,Volkswagen_Scirocco_1.4_TSI_DSG,privat,Angebot,12980,coupe,2010,automatik,160,scirocco,125000,1,benzin,volkswagen,nein,3/12/2016 0:00,0,53619,4/6/2016 4:17,
3/16/2016 17:36,VW_Golf_4_IV_mit_Clima,privat,Angebot,2200,kleinwagen,1998,manuell,101,golf,150000,10,benzin,volkswagen,nein,3/16/2016 0:00,0,34121,3/28/2016 17:45,
3/16/2016 16:49,BMW_320i_Exclusiv_Edition,privat,Angebot,2450,coupe,2000,manuell,150,3er,150000,1,benzin,bmw,nein,3/16/2016 0:00,0,45739,4/6/2016 21:18,
3/16/2016 20:53,Golf_2_Tausch/Verkauf,privat,Angebot,699,limousine,1990,manuell,54,golf,150000,0,benzin,volkswagen,ja,3/16/2016 0:00,0,23730,4/5/2016 5:17,
3/26/2016 8:56,Renault_Megane_Scenic_zu_verkaufen._1_6L_66kw_Gruene_Plakete,privat,Angebot,1600,andere,1999,manuell,0,megane,150000,10,,renault,nein,3/26/2016 0:00,0,48249,4/5/2016 18:46,
3/14/2016 18:43,Ford_Fiesta_1.6_TDCi_Titanium,privat,Angebot,6990,kleinwagen,2009,manuell,90,fiesta,100000,2,diesel,ford,nein,3/14/2016 0:00,0,91480,3/19/2016 6:45,
3/29/2016 21:54,Opel_Corsa_D_1.2_!!!_TÜV_NEU_!!!_INSPEKTION_NEU_!!!,privat,Angebot,3450,,2018,manuell,80,corsa,125000,11,benzin,opel,nein,3/29/2016 0:00,0,24536,4/6/2016 8:45,
3/12/2016 19:38,Honda_Crx_Delsol_ESI_Vtec_E_Dach_Leder,privat,Angebot,1990,cabrio,1997,manuell,0,,150000,0,,honda,nein,3/12/2016 0:00,0,19288,4/7/2016 14:57,
3/7/2016 20:39,Audi_A3_Cabriolet_1.2_TFSI,privat,Angebot,16750,cabrio,2011,manuell,105,a3,30000,4,benzin,audi,nein,3/7/2016 0:00,0,94428,3/24/2016 21:15,
3/18/2016 17:38,Mercedes_Benz_C_180_Classic,privat,Angebot,3000,limousine,2001,manuell,129,c_klasse,150000,4,benzin,mercedes_benz,nein,3/18/2016 0:00,0,58313,3/21/2016 7:17,
3/9/2016 11:38,Mercedes_Benz_C_250_TD_Elegance,privat,Angebot,5990,limousine,1996,automatik,150,c_klasse,150000,9,diesel,mercedes_benz,nein,3/9/2016 0:00,0,9468,3/12/2016 21:16,
3/26/2016 18:48,Top_Cabrio,privat,Angebot,3200,cabrio,1998,manuell,101,golf,150000,6,benzin,volkswagen,nein,3/26/2016 0:00,0,28832,4/6/2016 8:17,
4/1/2016 12:47,Opel_Vectra__Bastlerauto,privat,Angebot,100,,2000,automatik,0,vectra,150000,0,benzin,opel,,4/1/2016 0:00,0,16356,4/1/2016 12:47,
3/5/2016 14:19,Astra_Kombi_nur_32800_km_aus_1.Hand__komplett_scheckheftgepflegt,privat,Angebot,4200,kombi,2002,manuell,101,astra,40000,9,benzin,opel,nein,3/4/2016 0:00,0,56564,3/20/2016 0:15,
3/13/2016 18:47,Vw_polo_bj_1992,privat,Angebot,300,kombi,1992,manuell,45,,150000,0,benzin,volkswagen,nein,3/13/2016 0:00,0,19357,4/6/2016 18:15,
3/12/2016 15:52,Volkswagen_Jetta_1.6_Comfortline,privat,Angebot,7500,limousine,2007,manuell,102,jetta,80000,11,benzin,volkswagen,nein,3/12/2016 0:00,0,12627,3/15/2016 1:46,
3/21/2016 1:59,BMW_335D_E92,privat,Angebot,14000,coupe,2006,automatik,286,3er,150000,11,diesel,bmw,nein,3/21/2016 0:00,0,75172,3/21/2016 8:43,
3/31/2016 15:55,Volkswagen_Golf_1.4_Champ,privat,Angebot,3200,limousine,2003,manuell,75,golf,90000,10,benzin,volkswagen,nein,3/31/2016 0:00,0,64720,4/2/2016 11:46,
3/26/2016 19:49,Opel_Corsa_C_1.0L_*Klima_*T?V__wegen_Spassvogel_wieder_zur_haben__,privat,Angebot,1299,kleinwagen,2003,manuell,59,corsa,90000,11,benzin,opel,ja,3/26/2016 0:00,0,57462,3/28/2016 9:16,
4/4/2016 22:45,Audi_A4_Cabriolet_3.0,privat,Angebot,7700,cabrio,2004,manuell,220,a4,150000,7,benzin,audi,nein,4/4/2016 0:00,0,42553,4/7/2016 1:17,
3/15/2016 21:47,VW_T4__2.5_TDI__139.500_KM_mit_Gruene_Plakette__viele_Extras,privat,Angebot,11400,bus,2001,manuell,102,transporter,150000,8,diesel,volkswagen,nein,3/15/2016 0:00,0,57078,3/22/2016 0:46,
3/28/2016 16:40,Smart_for_two_Coupé__scheckheftgepfl__8fach_Bereifung__unfallfrei,privat,Angebot,2985,kleinwagen,2006,automatik,61,fortwo,80000,5,benzin,smart,nein,3/28/2016 0:00,0,81925,4/2/2016 12:45,
3/30/2016 1:56,Audi_A4_Avant_1.8_TFSI_quattro_S_line_Sportpaket_...,privat,Angebot,19500,kombi,2011,manuell,160,a4,70000,6,benzin,audi,nein,3/30/2016 0:00,0,95692,4/6/2016 19:17,
3/7/2016 18:42,Peugeot_308_HDi_FAP_110_Sport,privat,Angebot,5750,limousine,2008,manuell,109,3_reihe,150000,12,diesel,peugeot,nein,3/7/2016 0:00,0,47807,3/9/2016 7:46,
3/7/2016 18:52,Opel_Astra_G__Bj_1999__Tuev_bis_Februar_2017,privat,Angebot,850,,2017,manuell,75,astra,150000,9,,opel,nein,3/7/2016 0:00,0,66271,3/19/2016 18:45,
3/26/2016 15:53,Volvo_v70erdgas,privat,Angebot,3250,kombi,2004,manuell,140,v70,150000,12,cng,volvo,,3/26/2016 0:00,0,64521,4/4/2016 3:16,
3/17/2016 17:54,Hyundai_Pony_in_top_Zustand_unter_70T_km,privat,Angebot,850,limousine,1993,manuell,83,,70000,9,benzin,hyundai,,3/17/2016 0:00,0,1069,4/7/2016 4:17,
3/11/2016 13:25,Jeep_Wrangler_Unlimited_Hard_Top_2.8_CRD_DPF_Sport,privat,Angebot,19000,suv,2008,manuell,177,wrangler,125000,10,diesel,jeep,nein,3/11/2016 0:00,0,65795,3/22/2016 18:46,
4/2/2016 18:41,Peugeot_106_Filou,privat,Angebot,1350,kleinwagen,2002,manuell,60,1_reihe,150000,6,benzin,peugeot,nein,4/2/2016 0:00,0,52388,4/2/2016 18:41,
3/8/2016 19:43,BMW_330i_Kombi_E46,privat,Angebot,2600,,2000,automatik,231,3er,150000,9,,bmw,nein,3/8/2016 0:00,0,48496,3/30/2016 22:46,
3/16/2016 16:38,Audi_A3_1.4_TFSI_Sportback_S_tronic_Ambiente,privat,Angebot,24900,kombi,2015,automatik,125,a3,10000,4,benzin,audi,nein,3/16/2016 0:00,0,85123,4/6/2016 20:18,
3/21/2016 21:58,Vw_Golf_3_Varriant__KEINE_PAPIERE_!!,privat,Angebot,300,kombi,1996,manuell,1999,golf,10000,0,benzin,volkswagen,,3/21/2016 0:00,0,32825,3/23/2016 5:45,
3/26/2016 16:44,Golf_Cabrio_1_2_l_TSI_Blue_Motion_Tech._77KW_7500KM_5_L_Verb.,privat,Angebot,18900,cabrio,2013,manuell,105,golf,10000,1,benzin,volkswagen,nein,3/26/2016 0:00,0,28199,4/6/2016 4:45,
3/19/2016 1:52,Audi_A4_Avant_3.0_TDI_DPF_quattro_S_tronic_Attraction,privat,Angebot,34000,kombi,2011,automatik,245,a4,70000,11,diesel,audi,nein,3/19/2016 0:00,0,94267,4/6/2016 5:44,
3/9/2016 1:51,VW_Polo_6N,privat,Angebot,720,kleinwagen,1996,manuell,45,polo,150000,8,benzin,volkswagen,,3/8/2016 0:00,0,31547,3/9/2016 15:15,
3/23/2016 10:42,Audi_A6_3.0_TDI_S_Line,privat,Angebot,13500,kombi,2006,manuell,232,a6,70000,6,diesel,audi,,3/23/2016 0:00,0,14712,4/7/2016 10:16,
3/21/2016 14:52,VW_Polo_Kupplungsschaden!,privat,Angebot,200,,2016,manuell,54,polo,150000,3,benzin,volkswagen,ja,3/21/2016 0:00,0,63853,4/6/2016 12:15,
3/22/2016 18:44,Twingo_BJ_1999_laeuft_einwandfrei,privat,Angebot,150,kleinwagen,1999,manuell,0,twingo,150000,6,benzin,renault,ja,3/22/2016 0:00,0,26810,3/26/2016 20:16,
3/6/2016 2:36,Mercedes_Benz_S_350_BlueTEC_7G_TRONIC_Edition_1,privat,Angebot,63500,limousine,2013,automatik,258,s_klasse,50000,10,diesel,mercedes_benz,nein,3/6/2016 0:00,0,80805,3/15/2016 11:44,
3/28/2016 18:48,Seat_Leon_1M_Top_Sport__1.8L_180_PS,privat,Angebot,7000,limousine,2003,manuell,179,leon,125000,3,benzin,seat,,3/28/2016 0:00,0,6295,4/7/2016 1:15,
3/23/2016 21:49,Vw_Golf_4_1.9_TDI,privat,Angebot,2199,limousine,2000,manuell,90,golf,150000,1,diesel,volkswagen,nein,3/23/2016 0:00,0,66571,4/4/2016 3:15,
3/20/2016 16:55,Peugeot_306,privat,Angebot,2200,limousine,2000,manuell,88,,100000,3,,peugeot,,3/20/2016 0:00,0,91077,4/6/2016 23:46,
3/10/2016 8:37,Seat_Marbella,privat,Angebot,500,kleinwagen,1994,manuell,0,andere,80000,4,benzin,seat,nein,3/10/2016 0:00,0,47057,3/10/2016 10:42,
3/31/2016 14:53,BMW_525d_Touring_Sport_Aut._Navi_Prof.__Xenon__PDC,privat,Angebot,14500,kombi,2011,automatik,204,5er,150000,3,diesel,bmw,nein,3/31/2016 0:00,0,61440,4/4/2016 6:20,
3/27/2016 16:55,VW_Polo_1.2_i_Klima,privat,Angebot,1690,kleinwagen,2003,manuell,64,polo,150000,1,benzin,volkswagen,nein,3/27/2016 0:00,0,50739,4/5/2016 12:44,
4/2/2016 23:25,Senator_A2__3_0E__180PS__CD_Ausstattung.,privat,Angebot,1222,limousine,1984,automatik,180,andere,150000,3,benzin,opel,,4/2/2016 0:00,0,57290,4/6/2016 14:44,
3/7/2016 22:51,Suzuki_zum_aufbauen_oder_zum_Schlachten,privat,Angebot,249,kleinwagen,1999,manuell,65,,150000,3,benzin,suzuki,ja,3/7/2016 0:00,0,52353,3/17/2016 15:17,
3/11/2016 17:47,Mazda_6,privat,Angebot,15050,limousine,2011,manuell,155,6_reihe,40000,5,benzin,mazda,nein,3/11/2016 0:00,0,94315,4/5/2016 18:44,
3/17/2016 21:56,Zafira_a._Mit_ahk,privat,Angebot,2600,bus,2002,manuell,101,zafira,150000,7,benzin,opel,nein,3/17/2016 0:00,0,33104,3/26/2016 5:18,
3/21/2016 18:57,Volkswagen_Lupo_1.0_College,privat,Angebot,1000,kleinwagen,2000,manuell,50,lupo,150000,10,benzin,volkswagen,nein,3/21/2016 0:00,0,66773,4/1/2016 1:17,
3/11/2016 18:44,Opel_astra_2_0_diesel___Tuev_4.2017_gruene_unwalt_Plakette.,privat,Angebot,1200,kombi,2002,manuell,101,astra,150000,5,diesel,opel,nein,3/11/2016 0:00,0,32108,3/12/2016 8:45,
3/27/2016 20:48,Opel_Astra_1.6_Caravan,privat,Angebot,1550,kombi,1998,manuell,75,astra,150000,11,benzin,opel,nein,3/27/2016 0:00,0,82409,4/5/2016 19:45,
